date,role,shift_type,hours_worked,hourly_rate,total_pay,staff_id
2023-01-17,Garzon,Intermedio,8,3500,28000,GAR-691
2023-01-17,Garzon,Cierre,8,3500,28000,GAR-328
2023-01-17,Cocinero,Cierre,8,4500,36000,COC-357
2023-01-17,Cocinero,Apertura,8,4500,36000,COC-421
2023-01-17,Cocinero,Apertura,8,4500,36000,COC-151
2023-01-17,Cocinero,Intermedio,8,4500,36000,COC-515
2023-01-17,Cocinero,Apertura,8,4500,36000,COC-480
2023-01-17,Bartender,Cierre,8,4000,32000,BAR-812
2023-01-17,Bartender,Intermedio,8,4000,32000,BAR-577
2023-01-17,Bartender,Cierre,8,4000,32000,BAR-808
2023-01-17,Admin,Full,9,6000,54000,ADM-001
2023-01-18,Garzon,Intermedio,8,3500,28000,GAR-703
2023-01-18,Garzon,Cierre,8,3500,28000,GAR-807
2023-01-18,Garzon,Cierre,8,3500,28000,GAR-415
2023-01-18,Garzon,Cierre,8,3500,28000,GAR-487
2023-01-18,Garzon,Intermedio,8,3500,28000,GAR-411
2023-01-18,Cocinero,Cierre,8,4500,36000,COC-659
2023-01-18,Cocinero,Cierre,8,4500,36000,COC-672
2023-01-18,Cocinero,Cierre,8,4500,36000,COC-874
2023-01-18,Bartender,Apertura,8,4000,32000,BAR-432
2023-01-18,Bartender,Cierre,8,4000,32000,BAR-652
2023-01-18,Admin,Full,9,6000,54000,ADM-001
2023-01-19,Garzon,Apertura,8,3500,28000,GAR-804
2023-01-19,Garzon,Cierre,8,3500,28000,GAR-583
2023-01-19,Garzon,Cierre,8,3500,28000,GAR-204
2023-01-19,Garzon,Intermedio,8,3500,28000,GAR-742
2023-01-19,Garzon,Cierre,8,3500,28000,GAR-971
2023-01-19,Garzon,Cierre,8,3500,28000,GAR-299
2023-01-19,Garzon,Apertura,8,3500,28000,GAR-475
2023-01-19,Garzon,Apertura,8,3500,28000,GAR-330
2023-01-19,Garzon,Cierre,8,3500,28000,GAR-953
2023-01-19,Cocinero,Apertura,8,4500,36000,COC-965
2023-01-19,Cocinero,Cierre,8,4500,36000,COC-883
2023-01-19,Cocinero,Cierre,8,4500,36000,COC-416
2023-01-19,Cocinero,Cierre,8,4500,36000,COC-543
2023-01-19,Cocinero,Cierre,8,4500,36000,COC-830
2023-01-19,Cocinero,Cierre,8,4500,36000,COC-143
2023-01-19,Bartender,Cierre,8,4000,32000,BAR-204
2023-01-19,Bartender,Intermedio,8,4000,32000,BAR-186
2023-01-19,Bartender,Cierre,8,4000,32000,BAR-729
2023-01-19,Bartender,Cierre,8,4000,32000,BAR-493
2023-01-19,Admin,Full,9,6000,54000,ADM-001
2023-01-20,Garzon,Apertura,8,3500,28000,GAR-754
2023-01-20,Garzon,Intermedio,8,3500,28000,GAR-939
2023-01-20,Garzon,Intermedio,8,3500,28000,GAR-819
2023-01-20,Garzon,Cierre,8,3500,28000,GAR-326
2023-01-20,Cocinero,Apertura,8,4500,36000,COC-295
2023-01-20,Cocinero,Apertura,8,4500,36000,COC-338
2023-01-20,Bartender,Intermedio,8,4000,32000,BAR-540
2023-01-20,Bartender,Apertura,8,4000,32000,BAR-774
2023-01-20,Admin,Full,9,6000,54000,ADM-001
2023-01-21,Garzon,Apertura,8,3500,28000,GAR-227
2023-01-21,Garzon,Intermedio,8,3500,28000,GAR-481
2023-01-21,Garzon,Cierre,8,3500,28000,GAR-192
2023-01-21,Garzon,Cierre,8,3500,28000,GAR-985
2023-01-21,Cocinero,Intermedio,8,4500,36000,COC-749
2023-01-21,Cocinero,Cierre,8,4500,36000,COC-942
2023-01-21,Cocinero,Apertura,8,4500,36000,COC-689
2023-01-21,Bartender,Intermedio,8,4000,32000,BAR-797
2023-01-21,Bartender,Cierre,8,4000,32000,BAR-845
2023-01-21,Admin,Full,9,6000,54000,ADM-001
2023-01-22,Garzon,Cierre,8,3500,28000,GAR-853
2023-01-22,Garzon,Cierre,8,3500,28000,GAR-679
2023-01-22,Garzon,Cierre,8,3500,28000,GAR-949
2023-01-22,Cocinero,Apertura,8,4500,36000,COC-749
2023-01-22,Cocinero,Cierre,8,4500,36000,COC-102
2023-01-22,Bartender,Intermedio,8,4000,32000,BAR-234
2023-01-22,Admin,Full,9,6000,54000,ADM-001
2023-01-23,Garzon,Cierre,8,3500,28000,GAR-977
2023-01-23,Garzon,Apertura,8,3500,28000,GAR-507
2023-01-23,Cocinero,Cierre,8,4500,36000,COC-370
2023-01-23,Cocinero,Cierre,8,4500,36000,COC-962
2023-01-23,Bartender,Apertura,8,4000,32000,BAR-722
2023-01-23,Admin,Full,9,6000,54000,ADM-001
2023-01-24,Garzon,Intermedio,8,3500,28000,GAR-535
2023-01-24,Garzon,Cierre,8,3500,28000,GAR-703
2023-01-24,Garzon,Apertura,8,3500,28000,GAR-252
2023-01-24,Garzon,Cierre,8,3500,28000,GAR-303
2023-01-24,Cocinero,Apertura,8,4500,36000,COC-290
2023-01-24,Cocinero,Cierre,8,4500,36000,COC-435
2023-01-24,Cocinero,Intermedio,8,4500,36000,COC-814
2023-01-24,Bartender,Intermedio,8,4000,32000,BAR-780
2023-01-24,Bartender,Cierre,8,4000,32000,BAR-353
2023-01-24,Admin,Full,9,6000,54000,ADM-001
2023-01-25,Garzon,Apertura,8,3500,28000,GAR-985
2023-01-25,Garzon,Intermedio,8,3500,28000,GAR-540
2023-01-25,Cocinero,Apertura,8,4500,36000,COC-274
2023-01-25,Cocinero,Apertura,8,4500,36000,COC-462
2023-01-25,Bartender,Cierre,8,4000,32000,BAR-153
2023-01-25,Admin,Full,9,6000,54000,ADM-001
2023-01-26,Garzon,Cierre,8,3500,28000,GAR-964
2023-01-26,Garzon,Cierre,8,3500,28000,GAR-822
2023-01-26,Garzon,Cierre,8,3500,28000,GAR-318
2023-01-26,Garzon,Cierre,8,3500,28000,GAR-650
2023-01-26,Garzon,Intermedio,8,3500,28000,GAR-896
2023-01-26,Cocinero,Intermedio,8,4500,36000,COC-774
2023-01-26,Cocinero,Cierre,8,4500,36000,COC-750
2023-01-26,Cocinero,Cierre,8,4500,36000,COC-255
2023-01-26,Cocinero,Cierre,8,4500,36000,COC-897
2023-01-26,Bartender,Apertura,8,4000,32000,BAR-602
2023-01-26,Bartender,Apertura,8,4000,32000,BAR-707
2023-01-26,Admin,Full,9,6000,54000,ADM-001
2023-01-27,Garzon,Cierre,8,3500,28000,GAR-704
2023-01-27,Garzon,Intermedio,8,3500,28000,GAR-885
2023-01-27,Garzon,Cierre,8,3500,28000,GAR-271
2023-01-27,Garzon,Cierre,8,3500,28000,GAR-191
2023-01-27,Garzon,Cierre,8,3500,28000,GAR-235
2023-01-27,Garzon,Apertura,8,3500,28000,GAR-416
2023-01-27,Cocinero,Cierre,8,4500,36000,COC-463
2023-01-27,Cocinero,Cierre,8,4500,36000,COC-766
2023-01-27,Cocinero,Cierre,8,4500,36000,COC-800
2023-01-27,Cocinero,Cierre,8,4500,36000,COC-963
2023-01-27,Bartender,Apertura,8,4000,32000,BAR-598
2023-01-27,Bartender,Apertura,8,4000,32000,BAR-137
2023-01-27,Bartender,Apertura,8,4000,32000,BAR-609
2023-01-27,Admin,Full,9,6000,54000,ADM-001
2023-01-28,Garzon,Intermedio,8,3500,28000,GAR-195
2023-01-28,Garzon,Apertura,8,3500,28000,GAR-330
2023-01-28,Garzon,Cierre,8,3500,28000,GAR-687
2023-01-28,Garzon,Intermedio,8,3500,28000,GAR-148
2023-01-28,Cocinero,Cierre,8,4500,36000,COC-561
2023-01-28,Cocinero,Cierre,8,4500,36000,COC-646
2023-01-28,Cocinero,Apertura,8,4500,36000,COC-569
2023-01-28,Bartender,Cierre,8,4000,32000,BAR-325
2023-01-28,Bartender,Cierre,8,4000,32000,BAR-890
2023-01-28,Admin,Full,9,6000,54000,ADM-001
2023-01-29,Garzon,Apertura,8,3500,28000,GAR-890
2023-01-29,Garzon,Cierre,8,3500,28000,GAR-171
2023-01-29,Garzon,Intermedio,8,3500,28000,GAR-294
2023-01-29,Garzon,Cierre,8,3500,28000,GAR-946
2023-01-29,Garzon,Cierre,8,3500,28000,GAR-664
2023-01-29,Cocinero,Cierre,8,4500,36000,COC-920
2023-01-29,Cocinero,Cierre,8,4500,36000,COC-268
2023-01-29,Cocinero,Apertura,8,4500,36000,COC-450
2023-01-29,Cocinero,Intermedio,8,4500,36000,COC-334
2023-01-29,Bartender,Cierre,8,4000,32000,BAR-272
2023-01-29,Bartender,Cierre,8,4000,32000,BAR-441
2023-01-29,Admin,Full,9,6000,54000,ADM-001
2023-01-30,Garzon,Apertura,8,3500,28000,GAR-179
2023-01-30,Garzon,Apertura,8,3500,28000,GAR-986
2023-01-30,Garzon,Apertura,8,3500,28000,GAR-389
2023-01-30,Cocinero,Intermedio,8,4500,36000,COC-207
2023-01-30,Cocinero,Cierre,8,4500,36000,COC-161
2023-01-30,Bartender,Cierre,8,4000,32000,BAR-989
2023-01-30,Admin,Full,9,6000,54000,ADM-001
2023-01-31,Garzon,Intermedio,8,3500,28000,GAR-851
2023-01-31,Garzon,Intermedio,8,3500,28000,GAR-616
2023-01-31,Garzon,Cierre,8,3500,28000,GAR-941
2023-01-31,Cocinero,Cierre,8,4500,36000,COC-692
2023-01-31,Cocinero,Cierre,8,4500,36000,COC-832
2023-01-31,Bartender,Cierre,8,4000,32000,BAR-277
2023-01-31,Admin,Full,9,6000,54000,ADM-001
2023-02-01,Garzon,Cierre,8,3500,28000,GAR-322
2023-02-01,Garzon,Cierre,8,3500,28000,GAR-360
2023-02-01,Cocinero,Apertura,8,4500,36000,COC-848
2023-02-01,Cocinero,Apertura,8,4500,36000,COC-899
2023-02-01,Bartender,Intermedio,8,4000,32000,BAR-116
2023-02-01,Admin,Full,9,6000,54000,ADM-001
2023-02-02,Garzon,Apertura,8,3500,28000,GAR-792
2023-02-02,Garzon,Intermedio,8,3500,28000,GAR-499
2023-02-02,Garzon,Cierre,8,3500,28000,GAR-516
2023-02-02,Garzon,Cierre,8,3500,28000,GAR-793
2023-02-02,Garzon,Apertura,8,3500,28000,GAR-508
2023-02-02,Garzon,Cierre,8,3500,28000,GAR-743
2023-02-02,Cocinero,Apertura,8,4500,36000,COC-951
2023-02-02,Cocinero,Cierre,8,4500,36000,COC-156
2023-02-02,Cocinero,Apertura,8,4500,36000,COC-319
2023-02-02,Cocinero,Intermedio,8,4500,36000,COC-804
2023-02-02,Bartender,Intermedio,8,4000,32000,BAR-396
2023-02-02,Bartender,Apertura,8,4000,32000,BAR-598
2023-02-02,Bartender,Cierre,8,4000,32000,BAR-161
2023-02-02,Admin,Full,9,6000,54000,ADM-001
2023-02-03,Garzon,Apertura,8,3500,28000,GAR-935
2023-02-03,Garzon,Intermedio,8,3500,28000,GAR-814
2023-02-03,Garzon,Cierre,8,3500,28000,GAR-309
2023-02-03,Garzon,Apertura,8,3500,28000,GAR-998
2023-02-03,Garzon,Intermedio,8,3500,28000,GAR-359
2023-02-03,Cocinero,Intermedio,8,4500,36000,COC-341
2023-02-03,Cocinero,Cierre,8,4500,36000,COC-390
2023-02-03,Cocinero,Apertura,8,4500,36000,COC-917
2023-02-03,Cocinero,Cierre,8,4500,36000,COC-529
2023-02-03,Bartender,Cierre,8,4000,32000,BAR-589
2023-02-03,Bartender,Cierre,8,4000,32000,BAR-275
2023-02-03,Admin,Full,9,6000,54000,ADM-001
2023-02-04,Garzon,Intermedio,8,3500,28000,GAR-593
2023-02-04,Garzon,Intermedio,8,3500,28000,GAR-807
2023-02-04,Garzon,Apertura,8,3500,28000,GAR-531
2023-02-04,Garzon,Cierre,8,3500,28000,GAR-967
2023-02-04,Cocinero,Cierre,8,4500,36000,COC-881
2023-02-04,Cocinero,Intermedio,8,4500,36000,COC-505
2023-02-04,Cocinero,Cierre,8,4500,36000,COC-741
2023-02-04,Bartender,Intermedio,8,4000,32000,BAR-173
2023-02-04,Bartender,Apertura,8,4000,32000,BAR-980
2023-02-04,Admin,Full,9,6000,54000,ADM-001
2023-02-05,Garzon,Cierre,8,3500,28000,GAR-835
2023-02-05,Garzon,Cierre,8,3500,28000,GAR-102
2023-02-05,Garzon,Cierre,8,3500,28000,GAR-470
2023-02-05,Cocinero,Cierre,8,4500,36000,COC-866
2023-02-05,Cocinero,Cierre,8,4500,36000,COC-467
2023-02-05,Bartender,Apertura,8,4000,32000,BAR-644
2023-02-05,Admin,Full,9,6000,54000,ADM-001
2023-02-06,Garzon,Apertura,8,3500,28000,GAR-707
2023-02-06,Garzon,Apertura,8,3500,28000,GAR-937
2023-02-06,Garzon,Cierre,8,3500,28000,GAR-442
2023-02-06,Garzon,Apertura,8,3500,28000,GAR-578
2023-02-06,Cocinero,Apertura,8,4500,36000,COC-171
2023-02-06,Cocinero,Intermedio,8,4500,36000,COC-374
2023-02-06,Bartender,Cierre,8,4000,32000,BAR-119
2023-02-06,Bartender,Apertura,8,4000,32000,BAR-988
2023-02-06,Admin,Full,9,6000,54000,ADM-001
2023-02-07,Garzon,Intermedio,8,3500,28000,GAR-502
2023-02-07,Garzon,Intermedio,8,3500,28000,GAR-486
2023-02-07,Garzon,Apertura,8,3500,28000,GAR-100
2023-02-07,Cocinero,Apertura,8,4500,36000,COC-483
2023-02-07,Cocinero,Cierre,8,4500,36000,COC-954
2023-02-07,Bartender,Cierre,8,4000,32000,BAR-342
2023-02-07,Admin,Full,9,6000,54000,ADM-001
2023-02-08,Garzon,Cierre,8,3500,28000,GAR-867
2023-02-08,Garzon,Intermedio,8,3500,28000,GAR-720
2023-02-08,Garzon,Apertura,8,3500,28000,GAR-481
2023-02-08,Cocinero,Cierre,8,4500,36000,COC-165
2023-02-08,Cocinero,Cierre,8,4500,36000,COC-534
2023-02-08,Bartender,Apertura,8,4000,32000,BAR-589
2023-02-08,Admin,Full,9,6000,54000,ADM-001
2023-02-09,Garzon,Intermedio,8,3500,28000,GAR-458
2023-02-09,Garzon,Cierre,8,3500,28000,GAR-676
2023-02-09,Garzon,Intermedio,8,3500,28000,GAR-163
2023-02-09,Garzon,Apertura,8,3500,28000,GAR-637
2023-02-09,Garzon,Cierre,8,3500,28000,GAR-595
2023-02-09,Cocinero,Cierre,8,4500,36000,COC-368
2023-02-09,Cocinero,Intermedio,8,4500,36000,COC-855
2023-02-09,Cocinero,Apertura,8,4500,36000,COC-659
2023-02-09,Cocinero,Cierre,8,4500,36000,COC-286
2023-02-09,Bartender,Intermedio,8,4000,32000,BAR-702
2023-02-09,Bartender,Cierre,8,4000,32000,BAR-703
2023-02-09,Admin,Full,9,6000,54000,ADM-001
2023-02-10,Garzon,Apertura,8,3500,28000,GAR-959
2023-02-10,Garzon,Cierre,8,3500,28000,GAR-639
2023-02-10,Garzon,Cierre,8,3500,28000,GAR-625
2023-02-10,Cocinero,Cierre,8,4500,36000,COC-176
2023-02-10,Cocinero,Cierre,8,4500,36000,COC-991
2023-02-10,Bartender,Intermedio,8,4000,32000,BAR-923
2023-02-10,Admin,Full,9,6000,54000,ADM-001
2023-02-11,Garzon,Cierre,8,3500,28000,GAR-328
2023-02-11,Garzon,Cierre,8,3500,28000,GAR-204
2023-02-11,Garzon,Cierre,8,3500,28000,GAR-316
2023-02-11,Garzon,Cierre,8,3500,28000,GAR-730
2023-02-11,Garzon,Cierre,8,3500,28000,GAR-565
2023-02-11,Cocinero,Cierre,8,4500,36000,COC-727
2023-02-11,Cocinero,Cierre,8,4500,36000,COC-191
2023-02-11,Cocinero,Cierre,8,4500,36000,COC-692
2023-02-11,Bartender,Apertura,8,4000,32000,BAR-528
2023-02-11,Bartender,Apertura,8,4000,32000,BAR-624
2023-02-11,Admin,Full,9,6000,54000,ADM-001
2023-02-12,Garzon,Apertura,8,3500,28000,GAR-924
2023-02-12,Garzon,Cierre,8,3500,28000,GAR-162
2023-02-12,Cocinero,Apertura,8,4500,36000,COC-210
2023-02-12,Cocinero,Apertura,8,4500,36000,COC-336
2023-02-12,Bartender,Apertura,8,4000,32000,BAR-784
2023-02-12,Admin,Full,9,6000,54000,ADM-001
2023-02-13,Garzon,Apertura,8,3500,28000,GAR-910
2023-02-13,Garzon,Cierre,8,3500,28000,GAR-576
2023-02-13,Cocinero,Cierre,8,4500,36000,COC-332
2023-02-13,Cocinero,Apertura,8,4500,36000,COC-158
2023-02-13,Bartender,Cierre,8,4000,32000,BAR-732
2023-02-13,Admin,Full,9,6000,54000,ADM-001
2023-02-14,Garzon,Cierre,8,3500,28000,GAR-219
2023-02-14,Garzon,Apertura,8,3500,28000,GAR-697
2023-02-14,Garzon,Cierre,8,3500,28000,GAR-289
2023-02-14,Garzon,Cierre,8,3500,28000,GAR-758
2023-02-14,Garzon,Cierre,8,3500,28000,GAR-112
2023-02-14,Cocinero,Cierre,8,4500,36000,COC-260
2023-02-14,Cocinero,Intermedio,8,4500,36000,COC-390
2023-02-14,Cocinero,Apertura,8,4500,36000,COC-710
2023-02-14,Bartender,Cierre,8,4000,32000,BAR-150
2023-02-14,Bartender,Intermedio,8,4000,32000,BAR-578
2023-02-14,Admin,Full,9,6000,54000,ADM-001
2023-02-15,Garzon,Intermedio,8,3500,28000,GAR-133
2023-02-15,Garzon,Intermedio,8,3500,28000,GAR-675
2023-02-15,Garzon,Cierre,8,3500,28000,GAR-671
2023-02-15,Garzon,Intermedio,8,3500,28000,GAR-163
2023-02-15,Cocinero,Cierre,8,4500,36000,COC-837
2023-02-15,Cocinero,Cierre,8,4500,36000,COC-301
2023-02-15,Cocinero,Cierre,8,4500,36000,COC-208
2023-02-15,Bartender,Apertura,8,4000,32000,BAR-154
2023-02-15,Bartender,Apertura,8,4000,32000,BAR-258
2023-02-15,Admin,Full,9,6000,54000,ADM-001
2023-02-16,Garzon,Apertura,8,3500,28000,GAR-804
2023-02-16,Garzon,Intermedio,8,3500,28000,GAR-188
2023-02-16,Garzon,Cierre,8,3500,28000,GAR-828
2023-02-16,Garzon,Cierre,8,3500,28000,GAR-746
2023-02-16,Garzon,Apertura,8,3500,28000,GAR-742
2023-02-16,Garzon,Cierre,8,3500,28000,GAR-652
2023-02-16,Garzon,Apertura,8,3500,28000,GAR-112
2023-02-16,Garzon,Cierre,8,3500,28000,GAR-145
2023-02-16,Cocinero,Cierre,8,4500,36000,COC-773
2023-02-16,Cocinero,Apertura,8,4500,36000,COC-123
2023-02-16,Cocinero,Cierre,8,4500,36000,COC-793
2023-02-16,Cocinero,Cierre,8,4500,36000,COC-815
2023-02-16,Cocinero,Apertura,8,4500,36000,COC-494
2023-02-16,Cocinero,Apertura,8,4500,36000,COC-781
