order_id,order_date,order_time,item_name,item_type,item_price,quantity
ORD-20240820-115,2024-08-20,19:22:00,Cuatro Formaggi,Pizzas,14200,1
ORD-20230209-144,2023-02-09,21:40:00,Copa de Vino CS,Vinos,3900,2
ORD-20250617-255,2025-06-17,17:03:00,Pepperoni,Pizzas,10900,2
ORD-20230804-523,2023-08-04,21:14:00,Jugo de Pulpa,Bebidas,3000,3
ORD-20240524-579,2024-05-24,15:57:00,Clásica,Burgers,11900,2
ORD-20241017-118,2024-10-17,21:34:00,Salmón Tando,Principales,18900,1
ORD-20240622-659,2024-06-22,18:59:00,Mechada Avocado,Burgers,12900,1
ORD-20241118-507,2024-11-18,19:21:00,Cuatro Formaggi,Pizzas,14200,2
ORD-20250121-466,2025-01-21,17:50:00,Cuatro Formaggi,Pizzas,14200,1
ORD-20240918-792,2024-09-18,19:29:00,Clásica,Burgers,11900,1
ORD-20240901-540,2024-09-01,22:15:00,Copa de Vino CS,Vinos,3900,1
ORD-20251013-626,2025-10-13,19:12:00,Mechada Avocado,Burgers,12900,1
ORD-20230927-898,2023-09-27,18:29:00,Jugo de Pulpa,Bebidas,3000,1
ORD-20231005-213,2023-10-05,18:26:00,Pepperoni,Pizzas,10900,2
ORD-20250813-422,2025-08-13,18:18:00,Copa de Vino CS,Vinos,3900,1
ORD-20231108-374,2023-11-08,18:50:00,Clásica,Burgers,11900,2
ORD-20230821-927,2023-08-21,17:26:00,Duo del Mar,Frío y Frescos,17900,1
ORD-20231019-565,2023-10-19,22:28:00,Salmón Tando,Principales,18900,2
ORD-20240828-422,2024-08-28,16:35:00,Locos en su Emulsión,Entradas,25900,1
ORD-20250627-697,2025-06-27,19:38:00,Copa de Vino CS,Vinos,3900,1
ORD-20230914-277,2023-09-14,19:15:00,Duo del Mar,Frío y Frescos,17900,1
ORD-20230207-598,2023-02-07,18:51:00,Margarita,Pizzas,8900,4
ORD-20250223-954,2025-02-23,21:51:00,Cuatro Formaggi,Pizzas,14200,1
ORD-20230831-862,2023-08-31,19:57:00,Volcán de Chocolate,Postres,5600,1
ORD-20230506-958,2023-05-06,19:18:00,Filete Trifolatti,Principales,23900,1
ORD-20231114-885,2023-11-14,19:09:00,Valenciano,Principales,16900,1
ORD-20250815-817,2025-08-15,16:49:00,Tabla Estación,Tablas,38000,1
ORD-20240812-570,2024-08-12,21:43:00,Volcán de Chocolate,Postres,5600,3
ORD-20240704-718,2024-07-04,18:29:00,Cuatro Formaggi,Pizzas,14200,3
ORD-20240516-490,2024-05-16,21:43:00,Rocca Avocado,Principales,25900,1
ORD-20240109-979,2024-01-09,20:43:00,Pepperoni,Pizzas,10900,1
ORD-20240531-429,2024-05-31,18:41:00,Mechada Avocado,Burgers,12900,4
ORD-20250711-742,2025-07-11,19:40:00,Arancini,Entradas,11900,1
ORD-20230602-960,2023-06-02,16:10:00,Clásica,Burgers,11900,1
ORD-20230816-599,2023-08-16,23:27:00,Mechada Avocado,Burgers,12900,4
ORD-20230802-785,2023-08-02,18:48:00,Duo del Mar,Frío y Frescos,17900,1
ORD-20240507-423,2024-05-07,22:34:00,Cuatro Formaggi,Pizzas,14200,1
ORD-20251006-852,2025-10-06,20:31:00,Cuatro Formaggi,Pizzas,14200,1
ORD-20251113-365,2025-11-13,16:16:00,Clásica,Burgers,11900,1
ORD-20240709-508,2024-07-09,22:21:00,Tartar de Jaiba con Locos,Frío y Frescos,19900,2
ORD-20241005-613,2024-10-05,22:40:00,Pavlova (Papaya),Postres,5600,1
ORD-20230130-485,2023-01-30,22:57:00,Margarita,Pizzas,8900,2
ORD-20240604-139,2024-06-04,20:29:00,Margarita,Pizzas,8900,4
ORD-20250727-693,2025-07-27,19:16:00,Cuatro Formaggi,Pizzas,14200,1
ORD-20251218-212,2025-12-18,23:04:00,Valenciano,Principales,16900,3
ORD-20231001-167,2023-10-01,19:21:00,Duo del Mar,Frío y Frescos,17900,1
ORD-20230201-773,2023-02-01,20:56:00,Margarita,Pizzas,8900,1
ORD-20230226-138,2023-02-26,19:45:00,Pepperoni,Pizzas,10900,1
ORD-20250123-843,2025-01-23,20:30:00,Pepperoni,Pizzas,10900,2
ORD-20250329-993,2025-03-29,15:48:00,Margarita,Pizzas,8900,1
ORD-20250424-967,2025-04-24,21:34:00,Margarita,Pizzas,8900,1
ORD-20230907-931,2023-09-07,16:27:00,Margarita,Pizzas,8900,1
ORD-20231202-787,2023-12-02,23:57:00,Camarón a la Vista,Entradas,14900,3
ORD-20240106-584,2024-01-06,19:30:00,Mechada Avocado,Burgers,12900,1
ORD-20240817-954,2024-08-17,21:19:00,Salmón Tando,Principales,18900,1
ORD-20250613-606,2025-06-13,19:47:00,Cuatro Formaggi,Pizzas,14200,1
ORD-20250627-106,2025-06-27,18:47:00,Volcán de Chocolate,Postres,5600,2
ORD-20231010-316,2023-10-10,21:42:00,Salmón Tando,Principales,18900,1
ORD-20230928-615,2023-09-28,21:34:00,Tabla Estación,Tablas,38000,1
ORD-20240528-508,2024-05-28,18:26:00,Cuatro Formaggi,Pizzas,14200,2
ORD-20230822-386,2023-08-22,19:55:00,Clásica,Burgers,11900,4
ORD-20241015-415,2024-10-15,18:10:00,Copa de Vino CS,Vinos,3900,4
ORD-20240628-160,2024-06-28,19:26:00,Filete Trifolatti,Principales,23900,1
ORD-20230303-862,2023-03-03,20:25:00,Mechada Avocado,Burgers,12900,1
ORD-20240420-409,2024-04-20,23:23:00,Salmón Tando,Principales,18900,1
ORD-20230915-954,2023-09-15,23:44:00,Valenciano,Principales,16900,1
ORD-20240321-203,2024-03-21,17:00:00,Clásica,Burgers,11900,1
ORD-20230403-432,2023-04-03,18:04:00,Mechada Avocado,Burgers,12900,1
ORD-20241227-869,2024-12-27,16:11:00,Tartar de Jaiba con Locos,Frío y Frescos,19900,1
ORD-20250317-976,2025-03-17,18:26:00,Cuatro Formaggi,Pizzas,14200,1
ORD-20240723-925,2024-07-23,22:49:00,Rocca Avocado,Principales,25900,1
ORD-20231006-819,2023-10-06,21:20:00,Volcán de Chocolate,Postres,5600,1
ORD-20240430-162,2024-04-30,20:07:00,Margarita,Pizzas,8900,1
ORD-20240925-589,2024-09-25,17:26:00,Margarita,Pizzas,8900,1
ORD-20240318-268,2024-03-18,19:49:00,Tabla Estación,Tablas,38000,1
ORD-20231209-829,2023-12-09,21:02:00,Tabla Estación,Tablas,38000,1
ORD-20230529-419,2023-05-29,14:48:00,Tabla Estación,Tablas,38000,4
ORD-20250221-692,2025-02-21,21:44:00,Volcán de Chocolate,Postres,5600,1
ORD-20250112-347,2025-01-12,23:11:00,Cuatro Formaggi,Pizzas,14200,1
ORD-20251026-117,2025-10-26,17:18:00,Pavlova (Papaya),Postres,5600,1
ORD-20231005-854,2023-10-05,17:52:00,Pepperoni,Pizzas,10900,1
ORD-20250313-636,2025-03-13,15:35:00,Camarón a la Vista,Entradas,14900,1
ORD-20230201-726,2023-02-01,20:21:00,Jugo de Pulpa,Bebidas,3000,1
ORD-20250705-199,2025-07-05,19:49:00,Camarón a la Vista,Entradas,14900,2
ORD-20251113-612,2025-11-13,15:59:00,Cuatro Formaggi,Pizzas,14200,1
ORD-20241221-475,2024-12-21,20:32:00,Mechada Avocado,Burgers,12900,1
ORD-20230723-189,2023-07-23,19:20:00,Filete Trifolatti,Principales,23900,2
ORD-20230421-555,2023-04-21,20:45:00,Tartar de Jaiba con Locos,Frío y Frescos,19900,2
ORD-20250206-572,2025-02-06,21:30:00,Clásica,Burgers,11900,1
ORD-20240830-685,2024-08-30,17:56:00,Camarón a la Vista,Entradas,14900,2
ORD-20230730-327,2023-07-30,18:49:00,Tabla Estación,Tablas,38000,1
ORD-20240223-226,2024-02-23,17:16:00,Clásica,Burgers,11900,1
ORD-20240107-711,2024-01-07,20:53:00,Pepperoni,Pizzas,10900,2
ORD-20240225-485,2024-02-25,21:31:00,Mechada Avocado,Burgers,12900,1
ORD-20231010-453,2023-10-10,19:13:00,Volcán de Chocolate,Postres,5600,2
ORD-20240122-377,2024-01-22,19:02:00,Volcán de Chocolate,Postres,5600,1
ORD-20251021-235,2025-10-21,20:05:00,Volcán de Chocolate,Postres,5600,1
ORD-20250113-425,2025-01-13,20:28:00,Jugo de Pulpa,Bebidas,3000,2
ORD-20230721-318,2023-07-21,20:34:00,Valenciano,Principales,16900,2
ORD-20230709-550,2023-07-09,21:42:00,Arancini,Entradas,11900,1
ORD-20240421-737,2024-04-21,19:45:00,Clásica,Burgers,11900,1
ORD-20251030-586,2025-10-30,20:50:00,Cuatro Formaggi,Pizzas,14200,1
ORD-20240113-722,2024-01-13,17:34:00,Valenciano,Principales,16900,2
ORD-20240724-878,2024-07-24,20:07:00,Jugo de Pulpa,Bebidas,3000,2
ORD-20231102-266,2023-11-02,17:24:00,Jugo de Pulpa,Bebidas,3000,1
ORD-20240718-192,2024-07-18,20:13:00,Copa de Vino CS,Vinos,3900,2
ORD-20230728-134,2023-07-28,18:44:00,Pavlova (Papaya),Postres,5600,1
ORD-20230510-301,2023-05-10,20:43:00,Cuatro Formaggi,Pizzas,14200,1
ORD-20240527-726,2024-05-27,20:16:00,Tabla Estación,Tablas,38000,2
ORD-20240910-826,2024-09-10,19:20:00,Margarita,Pizzas,8900,2
ORD-20241207-211,2024-12-07,23:22:00,Duo del Mar,Frío y Frescos,17900,1
ORD-20240926-369,2024-09-26,18:52:00,Rocca Avocado,Principales,25900,1
ORD-20230326-679,2023-03-26,20:08:00,Copa de Vino CS,Vinos,3900,1
ORD-20250522-627,2025-05-22,18:51:00,Margarita,Pizzas,8900,1
ORD-20230118-768,2023-01-18,19:11:00,Pavlova (Papaya),Postres,5600,1
ORD-20250429-136,2025-04-29,19:16:00,Filete Trifolatti,Principales,23900,1
ORD-20250319-694,2025-03-19,19:13:00,Copa de Vino CS,Vinos,3900,3
ORD-20240926-996,2024-09-26,16:40:00,Tabla Estación,Tablas,38000,1
ORD-20251109-155,2025-11-09,18:33:00,Pavlova (Papaya),Postres,5600,1
ORD-20240503-893,2024-05-03,20:04:00,Rocca Avocado,Principales,25900,1
ORD-20231031-714,2023-10-31,23:51:00,Pepperoni,Pizzas,10900,1
ORD-20230727-420,2023-07-27,21:14:00,Pavlova (Papaya),Postres,5600,2
ORD-20240915-767,2024-09-15,20:14:00,Mechada Avocado,Burgers,12900,1
ORD-20251216-120,2025-12-16,18:27:00,Pepperoni,Pizzas,10900,1
ORD-20230818-875,2023-08-18,19:43:00,Pepperoni,Pizzas,10900,1
ORD-20230927-332,2023-09-27,18:16:00,Volcán de Chocolate,Postres,5600,2
ORD-20240901-272,2024-09-01,20:43:00,Clásica,Burgers,11900,1
ORD-20230727-200,2023-07-27,17:33:00,Pepperoni,Pizzas,10900,1
ORD-20250428-375,2025-04-28,23:44:00,Salmón Tando,Principales,18900,2
ORD-20240619-288,2024-06-19,21:33:00,Margarita,Pizzas,8900,1
ORD-20240309-495,2024-03-09,18:20:00,Camarón a la Vista,Entradas,14900,1
ORD-20250816-452,2025-08-16,21:24:00,Margarita,Pizzas,8900,1
ORD-20250121-302,2025-01-21,20:46:00,Cuatro Formaggi,Pizzas,14200,1
ORD-20240425-366,2024-04-25,19:09:00,Arancini,Entradas,11900,1
ORD-20250314-433,2025-03-14,20:09:00,Pepperoni,Pizzas,10900,1
ORD-20230608-589,2023-06-08,18:49:00,Cuatro Formaggi,Pizzas,14200,1
ORD-20231119-475,2023-11-19,20:38:00,Locos en su Emulsión,Entradas,25900,1
ORD-20251116-711,2025-11-16,18:31:00,Filete Trifolatti,Principales,23900,1
ORD-20251008-420,2025-10-08,18:22:00,Cuatro Formaggi,Pizzas,14200,3
ORD-20250624-790,2025-06-24,19:15:00,Tabla Estación,Tablas,38000,4
ORD-20250802-629,2025-08-02,19:40:00,Salmón Tando,Principales,18900,1
ORD-20241221-119,2024-12-21,17:06:00,Mechada Avocado,Burgers,12900,1
ORD-20241027-754,2024-10-27,18:25:00,Locos en su Emulsión,Entradas,25900,1
ORD-20250109-594,2025-01-09,18:35:00,Tartar de Jaiba con Locos,Frío y Frescos,19900,4
ORD-20250412-911,2025-04-12,22:13:00,Filete Trifolatti,Principales,23900,1
ORD-20231206-131,2023-12-06,19:54:00,Copa de Vino CS,Vinos,3900,1
ORD-20241123-898,2024-11-23,22:10:00,Pepperoni,Pizzas,10900,2
ORD-20240902-652,2024-09-02,22:20:00,Locos en su Emulsión,Entradas,25900,4
ORD-20230213-794,2023-02-13,16:07:00,Arancini,Entradas,11900,1
ORD-20240713-765,2024-07-13,16:59:00,Margarita,Pizzas,8900,2
ORD-20250307-434,2025-03-07,18:51:00,Duo del Mar,Frío y Frescos,17900,1
ORD-20241115-434,2024-11-15,17:58:00,Camarón a la Vista,Entradas,14900,1
ORD-20241214-251,2024-12-14,19:37:00,Duo del Mar,Frío y Frescos,17900,1
ORD-20250906-915,2025-09-06,20:34:00,Cuatro Formaggi,Pizzas,14200,1
ORD-20240204-301,2024-02-04,19:25:00,Clásica,Burgers,11900,2
ORD-20230820-910,2023-08-20,19:52:00,Mechada Avocado,Burgers,12900,3
ORD-20230402-797,2023-04-02,18:43:00,Clásica,Burgers,11900,3
ORD-20250408-471,2025-04-08,20:06:00,Jugo de Pulpa,Bebidas,3000,2
ORD-20240224-491,2024-02-24,17:54:00,Duo del Mar,Frío y Frescos,17900,1
ORD-20230523-254,2023-05-23,21:19:00,Clásica,Burgers,11900,1
ORD-20241118-857,2024-11-18,20:34:00,Volcán de Chocolate,Postres,5600,1
ORD-20250727-477,2025-07-27,18:15:00,Camarón a la Vista,Entradas,14900,1
ORD-20240513-874,2024-05-13,21:59:00,Mechada Avocado,Burgers,12900,1
ORD-20230323-813,2023-03-23,21:35:00,Arancini,Entradas,11900,1
ORD-20241105-415,2024-11-05,19:42:00,Valenciano,Principales,16900,1
ORD-20230624-104,2023-06-24,18:28:00,Volcán de Chocolate,Postres,5600,1
ORD-20241118-884,2024-11-18,19:10:00,Rocca Avocado,Principales,25900,2
ORD-20240930-824,2024-09-30,18:53:00,Pepperoni,Pizzas,10900,1
ORD-20240522-277,2024-05-22,19:28:00,Salmón Tando,Principales,18900,1
ORD-20230715-760,2023-07-15,18:55:00,Mechada Avocado,Burgers,12900,2
ORD-20240416-105,2024-04-16,23:32:00,Salmón Tando,Principales,18900,1
ORD-20251227-803,2025-12-27,17:15:00,Clásica,Burgers,11900,1
ORD-20230126-746,2023-01-26,17:38:00,Camarón a la Vista,Entradas,14900,2
ORD-20240928-698,2024-09-28,19:59:00,Copa de Vino CS,Vinos,3900,2
ORD-20230129-605,2023-01-29,18:39:00,Clásica,Burgers,11900,1
ORD-20240118-251,2024-01-18,23:05:00,Jugo de Pulpa,Bebidas,3000,1
ORD-20240613-361,2024-06-13,18:44:00,Jugo de Pulpa,Bebidas,3000,1
ORD-20241105-492,2024-11-05,17:00:00,Volcán de Chocolate,Postres,5600,1
